file_id	speaker	gender	Welsh	lexeme	vowel	next_cons	dur_vwl	dur_cns	breath_dur_ms	preasp_dur_ms	br	pre	closure_dur_ms	burst_dur_ms	f0_ofst_rt	jitter	shimmer	max_F0	mean_F0	mean_f1_Hz	mean_f2_Hz	mean_f3_Hz	vwl_intensity_dB	zcr_1	zcr_2	zcr_3	zcr_4	zcr_5	zcr_breath	zcr_preasp
Ben-ap-1	1	M	L2	ap	a	p	125	152	0	0	2no	2no	120	22	18	0.033	0.095	107	103	783	1275	2387	75	1640	1680	1540	1440	1125	0	0
Ben-bod-1	1	M	L2	bod	o	d	180	88	0	0	2no	2no	19	59	2	0.064	0.141	106	99	489	883	2979	77	929	1057	1186	957	757	0	0
Ben-budr-1	1	M	L2	budr	u	d	80	302	0	0	2no	2no	77	39	-79	0.042	0.097	115	110	378	1740	2588	77	667	700	667	700	733	0	0
Ben-cip-1	1	M	L2	cip	i	p	67	108	0	0	2no	2no	75	23	34	0.028	0.21	409	185	418	2061	2778	77	850	1167	933	750	750	0	0
Ben-cwd-1	1	M	L2	cwd	u	d	185	102	0	0	2no	2no	41	51	-31	0.027	0.064	120	96	414	907	2842	75	886	800	938	829	700	0	0
Ben-digon-1	1	M	L2	digon	i	g	69	223	0	0	2no	2no	153	-54	-77	0.043	0.155	112	108	361	1997	2587	76	700	633	767	867	550	0	0
Ben-gwlyb-1	1	M	L2	gwlyb	wly	b	NA	148	0	0	2no	2no	82	56	-24	0.011	0.049	124	108	323	1450	2887	75	714	647	564	627	621	0	0
Ben-het-1	1	M	L2	het	e	t	169	199	0	0	2no	2no	110	79	25	0.052	0.159	132	99	735	1845	2726	72	1583	1186	1257	1457	1050	0	0
Ben-pedwar-1	1	M	L2	pedwar	e	d	56	341	0	0	2no	2no	48	43	-78	0.036	0.059	112	107	553	1533	2727	73	1200	1150	1150	1100	600	0	0
Ben-ruban-1	1	M	L2	ruban	ru	b	NA	288	0	0	2no	2no	90	2	-77	0.025	0.259	95	95	367	1680	2710	67	450	750	733	750	600	0	0
Ben-siop-1	1	M	L2	siop	oP	none	146	0	0	0	2no	2no	-10	33	10	0.018	0.352	106	94	611	1322	2775	71	1000	1067	883	1017	780	0	0
Ben-twp-1	1	M	L2	twp	w	p	95	173	0	0	2no	2no	99	64	-8	0.016	0.108	118	110	461	1056	2621	76	867	900	875	825	700	0	0
Ben-atatti-1	1	M	L2	atat ti	a	t	65	317	16	0	1yes	2no	25	94	-79	0.034	0.151	125	119	439	1563	2863	77	750	967	950	900	850	950	0
Ben-bwyty-1	1	M	L2	bwyty	wy	t	NA	225	12	0	1yes	2no	19	99	-79	0.029	0.088	126	105	380	1285	2611	75	850	800	825	650	600	300	0
Ben-gwydr-1	1	M	L2	gwydr	wy	d	NA	255	22	0	1yes	2no	101	32	-79	0.014	0.168	123	115	370	1318	2512	76	500	625	800	875	825	867	0
Ben-patrwm-1	1	M	L2	patrwm	a	tr	93	391	31	0	1yes	2no	74	51	-78	0.028	0.138	112	100	696	1134	2374	72	1433	1475	1375	1367	1525	1660	0
Ben-picio-1	1	M	L2	picio	i	kj	63	309	20	0	1yes	2no	73	43	-77	0.065	0.188	135	119	369	2130	2622	73	600	800	950	1467	650	1433	0
Ben-pobl-1	1	M	L2	pobl	o	b	79	263	21	0	1yes	2no	89	12	-80	0.042	0.255	109	107	566	1081	2780	75	1467	1333	1167	1000	700	767	0
Ben-potel-1	1	M	L2	potel	o	t	88	307	31	0	1yes	2no	74	12	-77	0.027	0.205	132	121	585	1163	3020	74	1000	1500	1467	1375	1333	1520	0
Ben-tatws-1	1	M	L2	tatws	a	t	94	303	29	0	1yes	2no	240	49	-72	0.027	0.191	130	120	816	1376	2936	79	1533	1300	1625	1600	1167	1320	0
Ben-tipyn-2	1	M	L2	tipyn	i	p	48	265	12	0	1yes	2no	72	42	-78	0.041	0.24	107	103	369	1927	2472	69	700	850	950	1200	550	800	0
Ben-toc-1	1	M	L2	toc	o	k	144	136	51	0	1yes	2no	67	59	-7	0.011	0.181	116	110	687	1431	2944	76	1200	1183	1233	1050	820	933	0
Ben-bwyty-2	1	M	L2	bwyty	wy	t	NA	326	16	5	1yes	1yes	43	115	-79	0.011	0.071	118	111	362	1250	2646	77	775	640	575	640	575	500	0
Ben-baban-1	1	M	L2	baban	a	b	100	381	29	7	1yes	1yes	114	11	-78	0.027	0.137	114	105	743	1128	2722	77	1333	1425	1675	1400	1225	1180	0
Ben-eto-1	1	M	L2	eto	e	t	84	374	22	9	1yes	1yes	52	126	-80	0.008	0.145	109	108	635	1758	2688	76	1300	1033	950	800	933	967	200
Ben-guto-1	1	M	L2	guto	u	t	65	321	10	9	1yes	1yes	51	96	-78	0.016	0.45	129	112	287	2247	2614	71	450	500	650	500	1250	1100	1000
Ben-rwdins-1	1	M	L2	rwdins	u	d	100	373	30	13	1yes	1yes	80	33	-78	0.01	0.129	108	104	612	1315	2729	76	850	850	800	875	1533	1280	1000
Ben-pwtyn-1	1	M	L2	pwtyn	w	t	55	291	27	17	1yes	1yes	34	96	-79	0.036	0.149	122	112	522	1207	2935	72	950	850	1000	950	850	875	1100
Ben-atatti-1	1	M	L2	atat ti	a	t	52	179	20	17	1yes	1yes	23	73	-77	0.01	0.118	116	115	724	1387	2803	78	900	950	1050	1350	500	900	1300
Ben-betws-1	1	M	L2	betws	e	t	94	424	38	17	1yes	1yes	39	77	-62	0.02	0.15	118	112	532	1586	2662	79	1200	1125	1225	1600	1267	1371	2400
Ben-bedydd-1	1	M	L2	bedydd	e	d	90	264	11	18	1yes	1yes	78	39	-77	0.021	0.146	106	105	623	1736	2604	77	1167	1250	1267	1350	1000	800	1200
Ben-odl-1	1	M	L2	odl	o	d	56	251	25	18	1yes	1yes	77	37	-77	0.038	0.312	103	95	698	1633	3353	70	1600	1500	1500	1800	1150	1375	1733
Ben-cwpan-1	1	M	L2	cwpan	w	p	57	352	20	19	1yes	1yes	60	63	-78	0.033	0.161	128	117	463	1149	2932	74	700	750	700	933	800	867	833
Ben-tipyn-1	1	M	L2	tipyn	i	p	45	347	9	19	1yes	1yes	89	29	-80	0.064	0.221	133	120	370	2026	2502	76	900	700	750	1000	700	600	967
Ben-lwcus-1	1	M	L2	lwcus	lw	k	NA	391	11	21	1yes	1yes	58	66	-67	0.027	0.156	112	108	418	959	2686	76	800	725	850	867	625	600	1333
Ben-cwt-1	1	M	L2	cwt	w	t	151	145	76	21	1yes	1yes	44	70	1	0.016	0.147	124	115	497	1242	2919	74	833	900	900	1100	1640	1243	1600
Ben-meipen-1	1	M	L2	meipen	ei	p	107	401	31	22	1yes	1yes	101	80	-79	0.017	0.133	113	109	429	2410	3174	74	800	775	450	440	567	500	2133
Ben-diogel-1	1	M	L2	diogel	io	g	121	299	11	23	1yes	1yes	67	19	-77	0.023	0.193	118	114	485	1499	2407	79	725	880	940	1120	800	400	1050
Ben-lapio-1	1	M	L2	lapio	a	pj	88	290	29	24	1yes	1yes	77	77	-79	0.019	0.169	105	103	696	1234	2735	74	1233	1475	1633	1350	1200	1240	1725
Ben-cacen-1	1	M	L2	cacen	a	k	81	337	27	25	1yes	1yes	49	63	-80	0.018	0.233	116	111	671	1460	2385	75	1233	1367	1433	1733	1800	1925	1725
Ben-brat-2	1	M	L2	brat	ra	t	114	126	39	26	1yes	1yes	19	71	-7	0.008	0.177	109	107	732	1395	2403	78	1275	1360	1375	1080	1250	1171	2350
Ben-paced-1	1	M	L2	paced	a	k	96	332	35	26	1yes	1yes	42	51	-70	0.07	0.284	114	107	778	1328	2619	75	1500	1375	1600	1625	1567	1567	2125
Ben-sut-1	1	M	L2	sut	u	t	109	145	32	28	1yes	1yes	30	77	-72	0.074	0.152	101	93	446	1821	2538	73	900	925	1000	925	1450	1420	3280
Ben-atal-1	1	M	L2	atal	a	t	81	345	42	30	1yes	1yes	23	92	-80	0.015	0.163	110	108	870	1458	2710	72	1333	1367	1333	1600	1267	1414	2620
Ben-clec-1	1	M	L2	clec	e	k	101	130	35	30	1yes	1yes	52	38	-4	0.082	0.179	105	97	681	1314	2604	74	1025	1175	1450	1525	1500	1500	1440
Ben-pecyn-1	1	M	L2	pecyn	e	k	79	346	25	31	1yes	1yes	52	59	-79	0.069	0.241	116	105	712	1818	2883	73	1333	1133	1233	1533	1600	1675	2880
Ben-roced-1	1	M	L2	roced	ro	k	NA	386	18	31	1yes	1yes	46	61	-73	0.031	0.187	120	112	514	1269	2533	78	820	917	1120	1200	1460	1433	1360
Ben-blodyn-1	1	M	L2	blodyn	lo	d	NA	394	28	32	1yes	1yes	73	36	-78	0.023	0.179	122	109	510	957	2903	78	800	960	1100	1100	960	980	1800
Ben-dagr-1	1	M	L2	dagr	a	g	103	344	34	32	1yes	1yes	95	37	-78	0.027	0.173	126	109	671	1284	2428	79	1300	1550	1650	1575	1325	1533	2460
Ben-llety-1	1	M	L2	llety	e	t	88	306	30	35	1yes	1yes	46	93	-77	0.023	0.229	110	107	667	1720	2733	77	1200	1100	1433	1750	1100	1600	2567
Ben-capel-1	1	M	L2	capel	a	p	63	337	13	36	1yes	1yes	88	47	-79	0.052	0.374	103	101	789	1358	2451	77	1200	1333	1450	1500	1200	1200	1483
Ben-dadl-1	1	M	L2	dadl	a	d	96	317	25	42	1yes	1yes	74	42	-77	0.031	0.203	105	100	701	1230	2657	78	1267	1500	1675	1400	1700	1575	2229
Ben-taclus-1	1	M	L2	taclus	a	kl	100	387	18	43	1yes	1yes	30	81	-73	0.022	0.224	120	110	735	1435	2643	76	1175	1150	1350	1725	1933	1800	1975
Ben-cot-1	1	M	L2	cot	o	t	185	168	23	49	1yes	1yes	36	73	-3	0.019	0.125	112	100	525	953	2623	76	1157	1300	1025	1014	1129	975	2333
Ben-cacen-2	1	M	L2	cacen	a	k	70	347	18	52	1yes	1yes	53	67	-79	0.015	0.229	103	101	747	1360	2254	72	1500	1233	1433	1933	1600	1500	2544
Ben-lwc-1	1	M	L2	lwc	w	k	110	203	21	53	1yes	1yes	68	72	0.6	0.011	0.11	108	103	436	895	3029	78	875	975	860	825	725	800	1550
Ben-tocyn-1	1	M	L2	tocyn	o	k	82	329	14	55	1yes	1yes	41	73	-80	0.026	0.068	116	106	575	989	2501	79	1100	1133	1333	1450	1400	1100	1670
Ben-tap-1	1	M	L2	tap	a	p	133	191	0	56	2no	1yes	76	49	-3	0.018	0.16	100	93	738	1122	2467	76	1600	1460	1480	1267	1360	0	1630
Ben-cic-1	1	M	L2	cic	i	k	106	216	15	56	1yes	1yes	79	71	-3	0.03	0.172	111	101	407	2156	2690	72	800	800	800	750	800	500	1670
Ben-hac-1	1	M	L2	hac	a	k	115	219	24	71	1yes	1yes	71	68	-6	0.029	0.135	136	125	782	1312	2756	79	1450	1600	1475	1600	1475	1400	2338
Ben-brat-1	1	M	L2	brat	a	t	159	216	40	73	1yes	1yes	27	105	-2	0.015	0.103	113	104	805	1414	2625	75	1450	1567	1486	1450	1750	1743	2043
Cath-bod-1	2	F	L2	bod	o	d	207	95	0	0	2no	2no	2	83	-45	0.01	0.045	193	190	544	937	2691	78	1125	1150	1138	1133	1014	0	0
Cath-odl-1	2	F	L2	odl	o	d	60	278	0	0	2no	2no	98	19	-79	0.026	0.108	213	193	692	933	2717	76	1600	1600	1500	1200	800	0	0
Cath-pedwar-1	2	F	L2	pedwar	e	d	54	376	0	0	2no	2no	75	45	-79	0.018	0.095	225	215	687	2025	2834	79	1300	1250	1300	1350	1050	0	0
Cath-pobl-1	2	F	L2	pobl	o	b	64	285	0	0	2no	2no	112	4	-79	0.011	0.082	210	203	617	1035	2390	81	1250	1200	1200	1200	700	0	0
Cath-ruban-1	2	F	L2	ruban	u	b	60	452	0	0	2no	2no	134	6	-79	0.007	0.084	243	235	439	2139	2993	80	1300	950	933	1200	750	0	0
Cath-tipyn-2	2	F	L2	tipyn	i	p	46	391	0	0	2no	2no	99	37	-79	0.028	0.164	231	214	383	2394	2915	68	900	900	800	800	500	0	0
Cath-cwd-1	2	F	L2	cwd	w	d	219	154	0	0	2no	2no	80	65	-16	0.011	0.047	211	187	426	985	2747	75	800	756	922	1067	838	0	0
Cath-cwpan-1	2	F	L2	cwpan	kwp	none	NA	0	0	0	2no	2no	-40	40	51	0.059	0.163	448	292	765	1700	2990	56	3440	1820	2960	3764	1844	0	0
Cath-rwdins-1	2	F	L2	rwdins	rw	d	123	563	0	0	2no	2no	102	12	-75	0.012	0.069	228	216	402	1390	2537	74	1650	880	880	840	680	0	0
Cath-baban-1	2	F	L2	baban	a	b	82	501	31	0	1yes	2no	126	11	-80	0.011	0.094	219	212	811	1229	2528	79	1567	2000	1767	1950	1800	1920	0
Cath-gwydr-1	2	F	L2	gwydr	wy	d	NA	371	18	0	1yes	2no	94	21	-78	0.027	0.139	215	205	401	2003	2698	75	850	800	800	900	750	600	0
Cath-tipyn-1	2	F	L2	tipyn	i	p	67	412	22	0	1yes	2no	90	52	-79	0.022	0.081	230	209	416	2436	2909	74	850	833	833	800	700	733	0
Cath-petawn-1	2	F	L2	petawn	e	none	46	0	20	5	1yes	1yes	43	79	5	0.02	0.104	217	215	673	1925	2879	76	1400	1250	1400	1600	500	1233	0
Cath-digon-1	2	F	L2	digon	i	g	54	441	17	9	1yes	1yes	94	23	-80	0.038	0.099	225	210	368	2717	3191	72	950	900	800	900	1800	1600	1300
Cath-budr-1	2	F	L2	budr	u	d	74	384	19	11	1yes	1yes	92	22	-79	0.01	0.081	209	205	421	2300	3204	75	800	867	933	800	600	600	1700
Cath-meipen-1	2	F	L2	meipen	ei	p	121	428	36	14	1yes	1yes	108	62	-79	0.009	0.058	230	223	418	2736	3403	77	2125	960	1300	1920	4100	3500	750
Cath-twp-1	2	F	L2	twp	w	p	124	232	29	16	1yes	1yes	105	101	-15	0.02	0.074	212	198	522	1014	2676	75	1200	1200	1120	1160	1000	1040	1150
Cath-cot-1	2	F	L2	cot	o	t	191	167	21	16	1yes	1yes	55	87	-3	0.011	0.066	210	193	582	1053	2547	81	1214	1150	1157	1100	1143	1100	1300
Cath-picio-1	2	F	L2	picio	i	kj	53	412	20	16	1yes	1yes	106	91	-80	0.029	0.105	247	232	401	2798	3351	74	2050	3750	2850	2650	2950	3333	1600
Cath-pwtyn-1	2	F	L2	pwtyn	w	t	58	487	26	19	1yes	1yes	79	97	-79	0.045	0.239	249	227	411	1136	2628	77	950	900	1033	1800	650	1375	2233
Cath-lwcus-1	2	F	L2	lwcus	w	k	49	601	18	23	1yes	1yes	64	67	-49	0.038	0.102	233	230	469	1208	2792	79	900	900	1300	1550	1600	1500	1175
Cath-llety-1	2	F	L2	llety	e	t	65	361	22	25	1yes	1yes	70	101	-79	0.027	0.134	211	207	667	1916	2835	80	1200	1267	1200	1267	1400	1300	3150
Cath-bedydd-1	2	F	L2	bedydd	e	d	61	385	9	27	1yes	1yes	101	24	-79	0.02	0.173	207	205	703	2007	2776	80	1300	1200	1267	1200	1200	800	2300
Cath-atatti-1	2	F	L2	atat ti	a	t	61	232	9	28	1yes	1yes	65	66	-80	0.031	0.222	212	210	923	1431	2635	79	2150	1800	2000	1750	2150	1300	2300
Cath-blodyn-1	2	F	L2	blodyn	lo	d	NA	438	21	28	1yes	1yes	110	21	-79	0.01	0.132	203	201	624	953	2707	79	1200	1200	1267	1233	1050	1133	1320
Cath-siop-1	2	F	L2	siop	o	p	125	179	17	28	1yes	1yes	93	48	-5	0.016	0.105	205	195	660	1291	2372	79	1250	1360	1680	1420	1180	1450	1560
Cath-dadl-1	2	F	L2	dadl	a	d	61	361	15	30	1yes	1yes	68	30	-79	0.013	0.101	211	207	752	1302	2574	78	1400	1600	1467	1450	1350	1200	1900
Cath-capel-1	2	F	L2	capel	a	p	65	409	13	31	1yes	1yes	81	46	-79	0.026	0.065	242	237	835	1411	2476	79	1900	1900	1850	1900	1350	1050	3180
Cath-sut-1	2	F	L2	sut	u	t	117	201	16	32	1yes	1yes	68	91	-17	0.019	0.116	199	192	557	2183	2980	76	1025	1380	1220	1150	1050	800	2240
Cath-atal-1	2	F	L2	atal	a	t	79	427	15	33	1yes	1yes	57	76	-79	0.022	0.094	211	199	834	1312	2617	73	1533	1533	1600	1600	1467	1550	1567
Cath-patrwm-1	2	F	L2	patrwm	a	tr	66	574	9	33	1yes	1yes	53	151	-79	0.01	0.065	225	222	874	1366	2589	85	1800	1333	1800	1933	1700	900	2067
Cath-cip-1	2	F	L2	cip	i	p	100	44	10	34	1yes	1yes	168	110	-68	0.01	0.089	206	200	592	2407	2929	75	2150	2050	1400	1175	1200	800	1683
Cath-bwyty-1	2	F	L2	bwyty	wy	t	NA	372	26	35	1yes	1yes	19	133	-80	0.013	0.07	225	211	396	1846	2793	76	850	850	880	850	1275	1275	1433
Cath-atatti-1	2	F	L2	atat ti	a	t	73	424	8	37	1yes	1yes	39	132	-80	0.02	0.117	204	200	779	1431	2635	80	1450	1600	1600	1600	1067	400	2217
Cath-lapio-1	2	F	L2	lapio	a	pj	50	422	13	38	1yes	1yes	102	83	-80	0.012	0.1	210	204	886	1304	2714	76	1600	1750	1850	1700	1400	1000	2557
Cath-taclus-1	2	F	L2	taclus	a	kl	70	374	7	38	1yes	1yes	68	70	-79	0.041	0.12	210	202	865	1444	2622	80	1350	1600	2000	2100	1750	0	2214
Cath-tocyn-1	2	F	L2	tocyn	o	k	69	389	18	38	1yes	1yes	60	74	-80	0.018	0.079	203	201	650	1154	2579	78	1200	1200	1233	1367	1100	1133	1500
Cath-paced-1	2	F	L2	paced	a	k	54	347	13	39	1yes	1yes	63	51	-79	0.019	0.132	218	215	884	1379	2498	79	1800	1650	1750	2050	1500	1300	2486
Cath-pecyn-1	2	F	L2	pecyn	e	k	61	441	15	40	1yes	1yes	69	75	-80	0.017	0.115	222	218	810	2011	2817	78	1550	1700	1400	2100	2250	1850	3614
Cath-potel-1	2	F	L2	potel	o	t	61	486	19	40	1yes	1yes	76	76	-79	0.014	0.14	227	214	636	934	2543	78	1400	1550	1733	1700	1550	1433	2500
Cath-tap-1	2	F	L2	tap	a	p	124	224	19	40	1yes	1yes	103	71	3	0.016	0.075	197	183	853	1371	2492	80	1575	1880	1840	1840	2020	1733	2171
Cath-cacen-1	2	F	L2	cacen	a	k	64	421	11	41	1yes	1yes	58	78	-80	0.015	0.111	223	220	942	1559	2352	80	1350	1633	2250	2467	1650	1700	2829
Cath-diogel-1	2	F	L2	diogel	io	g	117	425	10	41	1yes	1yes	74	24	-80	0.012	0.118	224	198	553	1837	2609	77	850	1360	1160	1350	1750	900	1957
Cath-bwyty-2	2	F	L2	bwyty	wy	t	NA	476	26	42	1yes	1yes	99	104	-80	0.014	0.086	225	218	388	1707	2770	79	850	900	860	960	1800	1750	3086
Cath-cwt-1	2	F	L2	cwt	w	t	109	240	18	43	1yes	1yes	67	120	-12	0.011	0.067	213	197	535	1047	2557	75	1225	1150	1160	1150	1200	1133	1750
Cath-guto-1	2	F	L2	guto	u	t	58	427	19	45	1yes	1yes	71	68	-79	0.029	0.107	224	221	429	2596	3067	77	1350	1200	900	2267	650	1567	3200
Cath-eto-1	2	F	L2	eto	e	t	59	414	19	47	1yes	1yes	51	112	-79	0.032	0.175	235	217	851	1868	2578	79	1750	1650	2000	1950	1300	1433	2450
Cath-dagr-1	2	F	L2	dagr	a	g	89	330	12	50	1yes	1yes	63	25	-79	0.017	0.112	245	203	850	1425	2541	77	1400	1700	1600	2100	2000	1800	2789
Cath-betws-1	2	F	L2	betws	e	t	70	643	20	51	1yes	1yes	58	84	-51	0.02	0.109	223	220	756	1911	2675	82	1300	1300	1333	1900	1500	1733	2711
Cath-het-1	2	F	L2	het	e	t	99	198	11	53	1yes	1yes	52	83	4	0.014	0.084	227	205	912	1755	2564	77	1733	2000	1950	1675	1725	1400	1890
Cath-tatws-1	2	F	L2	tatws	a	t	54	410	17	55	1yes	1yes	29	98	-69	0.019	0.108	221	219	849	1357	2549	80	1650	1400	2100	2000	1350	1650	3270
Cath-clec-1	2	F	L2	clec	e	k	72	239	11	56	1yes	1yes	124	49	-3	0.015	0.109	191	184	814	1509	2452	79	1450	1500	1733	1867	1800	1600	2530
Cath-cacen-2	2	F	L2	cacen	a	k	59	448	12	57	1yes	1yes	80	44	-79	0.015	0.092	219	207	889	1530	2493	78	1600	1650	1867	2200	1500	1700	2960
Cath-toc-1	2	F	L2	toc	o	k	116	248	13	57	1yes	1yes	88	94	4	0.018	0.101	210	200	777	1192	2412	79	1600	1600	1550	1600	1525	1150	2150
Cath-ap-1	2	F	L2	ap	a	p	160	215	14	60	1yes	1yes	108	37	1	0.013	0.062	200	190	922	1411	2605	77	2483	2550	2600	2400	2100	1550	2227
Cath-hac-1	2	F	L2	hac	a	k	129	273	11	61	1yes	1yes	114	88	-0.6	0.014	0.061	217	202	1021	1486	2717	80	2940	2840	2540	2700	1920	1300	3073
Cath-brat-2	2	F	L2	brat	ra	t	NA	287	18	63	1yes	1yes	62	152	0.3	0.015	0.088	204	194	788	1377	2401	79	1320	1567	1950	2050	1960	1567	2433
Cath-roced-1	2	F	L2	roced	ro	k	73	466	9	63	1yes	1yes	81	77	-78	0.014	0.201	228	219	671	1297	2317	80	1150	1433	1333	1467	1133	400	2225
Cath-lwc-1	2	F	L2	lwc	w	k	97	211	10	65	1yes	1yes	65	71	-4	0.01	0.079	202	194	551	1058	2552	77	1200	1150	1150	1150	1267	1000	1517
Cath-cic-1	2	F	L2	cic	i	k	117	307	17	76	1yes	1yes	112	110	-8	0.014	0.075	207	193	639	2316	2832	76	1200	1480	1180	1125	1375	1400	3493
Cath-brat-1	2	F	L2	brat	a	t	150	316	20	88	1yes	1yes	63	155	-0.002	0.009	0.064	206	194	817	1398	2372	80	1320	1567	1950	2100	1917	1667	2488
Chloe-bod-1	3	F	L2	bod	o	d	196	121	0	0	2no	2no	76	35	-21	0.006	0.054	196	163	522	1026	2784	70	1071	1088	1050	1050	971	0	0
Chloe-budr-1	3	F	L2	budr	u	d	46	368	0	0	2no	2no	126	19	-80	0.01	0.146	92	91	450	1998	2865	64	900	850	950	850	400	0	0
Chloe-gwlyb-1	3	F	L2	gwlyb	wly	b	NA	100	0	0	2no	2no	62	27	-33	0.01	0.057	221	183	441	1644	3115	68	822	1010	1150	1030	1000	0	0
Chloe-gwydr-1	3	F	L2	gwydr	wy	d	NA	313	0	0	2no	2no	93	12	-73	0.023	0.08	199	195	398	1692	2571	69	867	767	767	800	667	0	0
